"FTE Staffing Report for 2013-14"

"District","School","Assignment Category","Educator Type","FTE Count"
="Willington School District",="Center School",="Special Education - Teachers and Instructors",="Certified",2.0
,="Hall Memorial School",="Special Education - Teachers and Instructors",="Certified",4.0
="Wilton School District",="Middlebrook School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Cider Mill School",="Special Education - Teachers and Instructors",="Certified",7.0
,="Miller-Driscoll School",="Special Education - Teachers and Instructors",="Certified",9.0
,="Wilton High School",="Special Education - Teachers and Instructors",="Certified",7.8
="Winchester School District",="Batcheller Early Education Center",="Special Education - Teachers and Instructors",="Certified",3.0
,="Mary P. Hinsdale School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Pearson Middle School",="Special Education - Teachers and Instructors",="Certified",3.0
,="WISE Academy",="Special Education - Teachers and Instructors",="Certified",2.0
="Windham School District",="Charles H. Barrows STEM Academy",="Special Education - Teachers and Instructors",="Certified",2.1
,="Natchaug School",="Special Education - Teachers and Instructors",="Certified",4.3
,="North Windham School",="Special Education - Teachers and Instructors",="Certified",5.3
,="W. B. Sweeney School",="Special Education - Teachers and Instructors",="Certified",4.3
,="Windham Center School",="Special Education - Teachers and Instructors",="Certified",3.3
,="Windham Early Childhood Prospect Street",="Special Education - Teachers and Instructors",="Certified",2.1
,="Windham High School",="Special Education - Teachers and Instructors",="Certified",8.0
,="Windham Middle School",="Special Education - Teachers and Instructors",="Certified",10.5
="Windsor Locks School District",="North Street School",="Special Education - Teachers and Instructors",="Certified",4.0
,="South Elementary School",="Special Education - Teachers and Instructors",="Certified",5.0
,="Windsor Locks High School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Windsor Locks Middle School",="Special Education - Teachers and Instructors",="Certified",5.0
="Windsor School District",="Clover Street School",="Special Education - Teachers and Instructors",="Certified",3.7
,="John F. Kennedy School",="Special Education - Teachers and Instructors",="Certified",5.2
,="Oliver Ellsworth School",="Special Education - Teachers and Instructors",="Certified",5.2
,="Poquonock Elementary School",="Special Education - Teachers and Instructors",="Certified",1.7
,="Sage Park Middle School",="Special Education - Teachers and Instructors",="Certified",10.1
,="Windsor High School",="Special Education - Teachers and Instructors",="Certified",13.9
="Wolcott School District",="Alcott School",="Special Education - Teachers and Instructors",="Certified",4.0
,="Frisbie School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Tyrrell Middle School",="Special Education - Teachers and Instructors",="Certified",6.0
,="Wakelee School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Wolcott High School",="Special Education - Teachers and Instructors",="Certified",7.1
="Woodbridge School District",="Beecher Road School",="Special Education - Teachers and Instructors",="Certified",8.0
="Woodstock Academy District",="Woodstock Academy",="Special Education - Teachers and Instructors",="Certified",4.0
="Woodstock School District",="Woodstock Elementary School",="Special Education - Teachers and Instructors",="Certified",3.0
,="Woodstock Middle School",="Special Education - Teachers and Instructors",="Certified",3.0

