"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","High Needs (F/R, EL or SWD)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","Y",32,32,100.0,32,9,28.1,12,37.5,"*","*","*","*",0,0.0,"*","*",201
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Y",52,51,98.1,51,12,23.5,"*","*",12,23.5,15,29.4,"*","*","*","*",221
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y",53,53,100.0,53,13,24.5,14,26.4,15,28.3,"*","*","*","*",11,20.8,214
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","Y",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",232
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",30,29,96.7,29,"*","*","*","*","*","*","*","*",0,0.0,"*","*",223
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Y",21,21,100.0,21,"*","*","*","*",6,28.6,"*","*","*","*","*","*",235
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","N",85,85,100.0,85,0,0.0,"*","*",12,14.1,"*","*","*","*","*","*",279
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Y",27,27,100.0,27,"*","*","*","*","*","*","*","*",0,0.0,"*","*",202
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Y",51,51,100.0,51,10,19.6,"*","*",17,33.3,12,23.5,"*","*","*","*",220
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","N",25,25,100.0,25,6,24.0,"*","*",8,32.0,6,24.0,"*","*","*","*",221
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Y",87,85,97.7,85,9,10.6,"*","*",25,29.4,32,37.6,"*","*","*","*",233
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","N",69,69,100.0,69,0,0.0,"*","*",14,20.3,41,59.4,"*","*","*","*",265
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Y",50,48,96.0,48,"*","*","*","*","*","*",28,58.3,"*","*","*","*",257
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","N",34,34,100.0,34,"*","*",0,0.0,"*","*",18,52.9,"*","*","*","*",285
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Y",24,23,95.8,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*",250
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","N",39,39,100.0,39,0,0.0,"*","*","*","*",25,64.1,"*","*","*","*",271
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","N",50,50,100.0,50,0,0.0,"*","*","*","*","*","*","*","*","*","*",290
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","Y",20,20,100.0,20,0,0.0,"*","*","*","*",9,45.0,"*","*","*","*",256
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","N",51,51,100.0,51,0,0.0,0,0.0,"*","*",24,47.1,"*","*","*","*",294
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","Y",22,21,95.5,21,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","N",49,49,100.0,49,0,0.0,"*","*","*","*","*","*","*","*","*","*",303
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Y",42,38,90.5,38,"*","*","*","*",17,44.7,13,34.2,"*","*","*","*",246
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","N",162,158,97.5,158,0,0.0,"*","*",21,13.3,92,58.2,"*","*","*","*",279
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Y",45,43,95.6,43,"*","*","*","*",11,25.6,8,18.6,"*","*","*","*",224
"Manchester School District","=""0770011""","Bowers School","=""0770111""","N",26,26,100.0,26,"*","*","*","*",7,26.9,8,30.8,"*","*","*","*",260
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Y",29,29,100.0,29,"*","*","*","*","*","*",12,41.4,"*","*","*","*",241
"Manchester School District","=""0770011""","Buckley School","=""0770311""","N",35,35,100.0,35,0,0.0,"*","*","*","*",18,51.4,"*","*","*","*",277
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Y",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*","*","*",238
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","N",21,21,100.0,21,0,0.0,"*","*","*","*",15,71.4,"*","*","*","*",279
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Y",23,23,100.0,23,"*","*","*","*",7,30.4,"*","*","*","*","*","*",212
"Manchester School District","=""0770011""","Keeney School","=""0770611""","N",26,26,100.0,26,"*","*","*","*",10,38.5,"*","*","*","*","*","*",248
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Y",29,29,100.0,29,"*","*","*","*","*","*","*","*",0,0.0,"*","*",226
"Manchester School District","=""0770011""","Robertson School","=""0771011""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Y",50,50,100.0,50,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Y",34,32,94.1,32,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Manchester School District","=""0770011""","Waddell School","=""0771311""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Y",42,42,100.0,42,"*","*","*","*","*","*","*","*",0,0.0,"*","*",201
"Manchester School District","=""0770011""","Washington School","=""0771411""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",215
"Manchester School District","=""0770011""","Martin School","=""0771611""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Y",45,44,97.8,44,"*","*",9,20.5,9,20.5,13,29.5,"*","*","*","*",241
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","N",94,92,97.9,92,"*","*",0,0.0,"*","*",44,47.8,37,40.2,81,88.0,289
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","N",74,74,100.0,74,0,0.0,"*","*","*","*","*","*","*","*","*","*",293
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Y",43,43,100.0,43,"*","*","*","*","*","*",13,30.2,"*","*","*","*",235
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","N",22,21,95.5,21,"*","*","*","*","*","*",15,71.4,"*","*","*","*",258
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Y",43,43,100.0,43,"*","*","*","*",12,27.9,6,14.0,"*","*","*","*",197
"Meriden School District","=""0800011""","Hanover School","=""0800311""","N",31,31,100.0,31,"*","*","*","*",6,19.4,14,45.2,"*","*","*","*",251
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Y",71,70,98.6,70,"*","*","*","*","*","*",16,22.9,"*","*","*","*",220
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","N",25,25,100.0,25,"*","*","*","*","*","*",16,64.0,"*","*","*","*",254
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Y",57,56,98.2,56,"*","*","*","*","*","*","*","*",0,0.0,"*","*",199
"Meriden School District","=""0800011""","John Barry School","=""0800511""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Y",72,72,100.0,72,15,20.8,"*","*",19,26.4,16,22.2,0,0.0,16,22.2,215
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","N",34,34,100.0,34,0,0.0,"*","*",7,20.6,18,52.9,"*","*","*","*",261
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","Y",51,51,100.0,51,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","Y",26,26,100.0,26,"*","*","*","*","*","*",8,30.8,"*","*","*","*",255
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","N",24,24,100.0,24,0,0.0,0,0.0,"*","*",16,66.7,"*","*","*","*",293
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Y",98,97,99.0,97,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""","Y",27,27,100.0,27,"*","*","*","*",10,37.0,10,37.0,0,0.0,10,37.0,234
"Middletown School District","=""0830011""","Spencer School","=""0830111""","N",23,23,100.0,23,0,0.0,"*","*",6,26.1,13,56.5,"*","*","*","*",264
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","Y",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","Y",32,32,100.0,32,"*","*","*","*","*","*",10,31.3,0,0.0,10,31.3,219
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","N",26,26,100.0,26,"*","*","*","*","*","*",15,57.7,"*","*","*","*",263
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",215
"Middletown School District","=""0830011""","Snow School","=""0831111""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Moody School","=""0831211""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Moody School","=""0831211""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",225
"Middletown School District","=""0830011""","Wesley School","=""0831411""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","N",33,33,100.0,33,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",273
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","N",30,29,96.7,29,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","N",52,52,100.0,52,0,0.0,"*","*","*","*","*","*","*","*","*","*",291
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","N",24,24,100.0,24,"*","*",0,0.0,"*","*","*","*","*","*","*","*",291
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","N",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*","*","*",279
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","N",50,50,100.0,50,0,0.0,"*","*","*","*","*","*","*","*","*","*",280
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","N",43,43,100.0,43,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",312
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","N",68,68,100.0,68,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",304
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","N",73,73,100.0,73,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",303
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Y",36,36,100.0,36,0,0.0,"*","*",10,27.8,16,44.4,"*","*","*","*",249
"Montville School District","=""0860011""","Mohegan School","=""0860111""","N",31,31,100.0,31,0,0.0,"*","*",7,22.6,16,51.6,"*","*","*","*",276
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Y",20,20,100.0,20,"*","*","*","*","*","*",11,55.0,"*","*","*","*",255
"Montville School District","=""0860011""","Oakdale School","=""0860511""","N",34,34,100.0,34,0,0.0,0,0.0,"*","*",14,41.2,"*","*","*","*",302
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Y",33,33,100.0,33,0,0.0,"*","*","*","*",16,48.5,"*","*","*","*",247
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","N",30,30,100.0,30,0,0.0,"*","*","*","*",16,53.3,"*","*","*","*",274
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Y",73,73,100.0,73,18,24.7,16,21.9,25,34.2,14,19.2,0,0.0,14,19.2,213
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","N",72,72,100.0,72,0,0.0,8,11.1,24,33.3,33,45.8,7,9.7,40,55.6,254
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Y",96,96,100.0,96,"*","*","*","*",26,27.1,28,29.2,"*","*","*","*",224
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","N",60,60,100.0,60,"*","*","*","*",15,25.0,39,65.0,"*","*","*","*",261
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","Y",39,39,100.0,39,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Y",66,64,97.0,64,"*","*","*","*","*","*","*","*","*","*","*","*",201
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Y",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",220
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Y",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*","*","*",227
"New Britain School District","=""0890011""","Holmes School","=""0890611""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Y",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*","*","*",216
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Y",79,78,98.7,78,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","Y",44,43,97.7,43,"*","*","*","*","*","*","*","*",0,0.0,"*","*",191
"New Britain School District","=""0890011""","Northend School","=""0890911""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Y",62,61,98.4,61,"*","*","*","*","*","*","*","*","*","*","*","*",220
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Y",88,86,97.7,86,"*","*","*","*","*","*","*","*",0,0.0,"*","*",194
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","N",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","Y",91,91,100.0,91,"*","*","*","*","*","*","*","*","*","*","*","*",210
"New Britain School District","=""0890011""","Smith School","=""0891311""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*","*","*",206
"New Britain School District","=""0890011""","Vance School","=""0891511""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","Y",32,32,100.0,32,"*","*","*","*",14,43.8,10,31.3,"*","*","*","*",237
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","N",310,309,99.7,309,0,0.0,"*","*",13,4.2,123,39.8,"*","*","*","*",306
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Y",29,28,96.6,28,"*","*","*","*",9,32.1,10,35.7,"*","*","*","*",242
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","N",122,120,98.4,120,"*","*","*","*",26,21.7,58,48.3,"*","*","*","*",270
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Y",26,26,100.0,26,12,46.2,"*","*","*","*","*","*",0,0.0,"*","*",187
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","N",24,24,100.0,24,0,0.0,"*","*","*","*","*","*",10,41.7,"*","*",281
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Y",26,26,100.0,26,"*","*",10,38.5,8,30.8,"*","*",0,0.0,"*","*",205
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","N",27,27,100.0,27,"*","*",6,22.2,6,22.2,"*","*","*","*","*","*",228
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*",0,0.0,"*","*",191
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Y",36,35,97.2,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*",192
"New Haven School District","=""0930011""","Beecher School","=""0930311""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
