"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (2-"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",391,387,99.0,387,"*","*","*","*",62,16.0,"*","*",226,58.4,"*","*",300
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Y",35,35,100.0,35,"*","*","*","*",10,28.6,7,20.0,15,42.9,22,62.9,283
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N",114,111,97.4,111,"*","*","*","*",26,23.4,34,30.6,39,35.1,73,65.8,281
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Y",40,37,92.5,37,"*","*","*","*",13,35.1,6,16.2,9,24.3,15,40.5,259
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N",206,202,98.1,202,"*","*","*","*",61,30.2,47,23.3,77,38.1,124,61.4,280
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Y",177,170,96.0,169,39,23.1,35,20.7,62,36.7,23,13.6,10,5.9,33,19.5,226
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",236,230,97.5,230,15,6.5,22,9.6,86,37.4,48,20.9,59,25.7,107,46.5,264
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Y",211,207,98.1,206,38,18.4,47,22.8,74,35.9,29,14.1,18,8.7,47,22.8,230
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",212,206,97.2,205,15,7.3,19,9.3,66,32.2,58,28.3,47,22.9,105,51.2,261
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Y",266,259,97.4,259,71,27.4,61,23.6,81,31.3,28,10.8,18,6.9,46,17.8,221
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",291,285,97.9,283,15,5.3,22,7.8,82,29.0,68,24.0,96,33.9,164,58.0,273
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","N",98,97,99.0,97,"*","*","*","*","*","*","*","*","*","*","*","*",281
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Y",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",259
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","N",117,117,100.0,116,"*","*","*","*",27,23.3,"*","*","*","*","*","*",289
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Y",72,69,95.8,68,16,23.5,12,17.6,29,42.6,"*","*","*","*",11,16.2,226
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","N",97,94,96.9,94,"*","*",19,20.2,33,35.1,15,16.0,"*","*","*","*",239
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Y",57,54,94.7,54,"*","*",12,22.2,15,27.8,12,22.2,"*","*","*","*",232
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","N",112,109,97.3,109,"*","*",8,7.3,29,26.6,34,31.2,"*","*","*","*",266
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Y",31,31,100.0,31,9,29.0,8,25.8,7,22.6,"*","*","*","*",7,22.6,217
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","N",96,94,97.9,94,6,6.4,19,20.2,31,33.0,"*","*","*","*",38,40.4,249
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Portland School District","=""1130011""","Portland High School","=""1136111""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Y",39,39,100.0,39,"*","*","*","*",16,41.0,"*","*","*","*","*","*",223
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","N",28,28,100.0,28,"*","*","*","*",13,46.4,"*","*","*","*","*","*",249
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Y",22,21,95.5,21,"*","*","*","*",10,47.6,6,28.6,"*","*","*","*",248
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","N",69,68,98.6,68,"*","*","*","*",28,41.2,14,20.6,"*","*","*","*",254
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","N",140,140,100.0,140,"*","*","*","*","*","*","*","*","*","*","*","*",291
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","N",342,341,99.7,340,"*","*","*","*","*","*","*","*","*","*","*","*",297
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Y",27,27,100.0,27,"*","*",6,22.2,9,33.3,7,25.9,"*","*","*","*",245
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","N",89,88,98.9,88,"*","*",9,10.2,30,34.1,23,26.1,"*","*","*","*",266
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","N",152,152,100.0,152,0,0.0,"*","*","*","*","*","*","*","*","*","*",288
"Regional School District 07","=""2070012""","AIM","=""2079112""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","N",259,254,98.1,254,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","N",228,222,97.4,220,0,0.0,"*","*","*","*","*","*","*","*","*","*",298
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","N",187,187,100.0,187,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","N",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","N",114,112,98.2,112,"*","*","*","*","*","*","*","*","*","*","*","*",299
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Y",30,30,100.0,30,0,0.0,7,23.3,13,43.3,"*","*","*","*",10,33.3,254
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","N",161,160,99.4,160,"*","*",6,3.8,45,28.1,"*","*",59,36.9,"*","*",281
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Y",22,22,100.0,22,"*","*","*","*",6,27.3,7,31.8,7,31.8,14,63.6,279
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","N",265,258,97.4,258,"*","*","*","*",40,15.5,82,31.8,129,50.0,211,81.8,296
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Y",25,25,100.0,25,"*","*","*","*",6,24.0,6,24.0,"*","*","*","*",236
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","N",147,147,100.0,147,"*","*","*","*",54,36.7,33,22.4,"*","*","*","*",262
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Y",28,27,96.4,27,"*","*","*","*","*","*","*","*",15,55.6,"*","*",292
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","N",137,135,98.5,135,"*","*","*","*","*","*","*","*",62,45.9,"*","*",293
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","N",109,109,100.0,109,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Y",48,47,97.9,47,"*","*",6,12.8,19,40.4,"*","*",12,25.5,"*","*",254
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","N",242,239,98.8,239,"*","*",16,6.7,62,25.9,"*","*",95,39.7,"*","*",282
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","N",415,394,94.9,394,0,0.0,"*","*","*","*","*","*","*","*","*","*",301
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Y",35,35,100.0,35,"*","*","*","*",11,31.4,6,17.1,"*","*","*","*",228
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","N",142,141,99.3,141,"*","*","*","*",42,29.8,29,20.6,"*","*","*","*",288
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Y",33,32,97.0,32,7,21.9,"*","*",13,40.6,6,18.8,"*","*","*","*",235
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","N",122,120,98.4,120,9,7.5,"*","*",42,35.0,31,25.8,"*","*","*","*",259
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Y",84,79,94.0,78,"*","*","*","*",27,34.6,18,23.1,15,19.2,33,42.3,255
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","N",267,262,98.1,262,"*","*","*","*",76,29.0,85,32.4,73,27.9,158,60.3,271
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Y",30,29,96.7,29,0,0.0,"*","*",6,20.7,"*","*",16,55.2,"*","*",289
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","N",300,299,99.7,298,"*","*","*","*",32,10.7,"*","*",200,67.1,"*","*",310
"Somers School District","=""1290011""","Aspire","=""1290511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","N",110,110,100.0,110,"*","*","*","*","*","*","*","*","*","*","*","*",288
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Y",36,35,97.2,35,"*","*","*","*",8,22.9,9,25.7,8,22.9,17,48.6,252
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N",292,289,99.0,289,"*","*","*","*",44,15.2,60,20.8,177,61.2,237,82.0,308
"Southington School District","=""1310011""","Alta","=""1310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Y",68,68,100.0,68,"*","*",13,19.1,22,32.4,17,25.0,"*","*","*","*",254
"Southington School District","=""1310011""","Southington High School","=""1316211""","N",452,443,98.0,443,"*","*","*","*",101,22.8,106,23.9,204,46.0,310,70.0,288
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Y",22,18,81.8,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",67,67,100.0,67,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Y",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Y",8,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N",10,8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Y",244,235,96.3,235,75,31.9,58,24.7,78,33.2,15,6.4,9,3.8,24,10.2,212
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",172,171,99.4,171,19,11.1,17,9.9,62,36.3,39,22.8,34,19.9,73,42.7,255
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Y",266,252,94.7,250,92,36.8,59,23.6,67,26.8,21,8.4,11,4.4,32,12.8,208
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",246,242,98.4,242,20,8.3,24,9.9,66,27.3,60,24.8,72,29.8,132,54.5,267
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Y",70,70,100.0,69,"*","*","*","*",24,34.8,9,13.0,8,11.6,17,24.6,230
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",91,88,96.7,88,"*","*","*","*",27,30.7,21,23.9,34,38.6,55,62.5,280
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Y",33,32,97.0,32,"*","*","*","*",10,31.3,7,21.9,7,21.9,14,43.8,256
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",147,147,100.0,147,"*","*","*","*",45,30.6,41,27.9,52,35.4,93,63.3,279
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Y",119,115,96.6,115,"*","*",20,17.4,46,40.0,17,14.8,"*","*","*","*",231
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",119,118,99.2,118,"*","*","*","*",43,36.4,36,30.5,25,21.2,61,51.7,264
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Y",111,107,96.4,107,"*","*",22,20.6,49,45.8,18,16.8,"*","*","*","*",240
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",151,146,96.7,145,"*","*","*","*",49,33.8,42,29.0,39,26.9,81,55.9,269
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Y",25,23,92.0,23,"*","*","*","*",11,47.8,"*","*","*","*","*","*",248
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",177,174,98.3,174,0,0.0,"*","*",32,18.4,"*","*","*","*","*","*",296
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Y",38,38,100.0,38,"*","*","*","*","*","*","*","*",0,0.0,"*","*",209
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Y",29,29,100.0,29,7,24.1,7,24.1,8,27.6,"*","*","*","*",7,24.1,229
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",52,51,98.1,51,12,23.5,8,15.7,14,27.5,"*","*","*","*",17,33.3,238
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Y",31,30,96.8,30,"*","*","*","*",11,36.7,"*","*",0,0.0,"*","*",220
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",40,38,95.0,38,"*","*","*","*",21,55.3,"*","*","*","*","*","*",246
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",197,197,100.0,197,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Y",121,103,85.1,103,23,22.3,27,26.2,35,34.0,12,11.7,6,5.8,18,17.5,221
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",131,123,93.9,122,9,7.4,17,13.9,45,36.9,25,20.5,26,21.3,51,41.8,254
"Trumbull School District","=""1440011""","REACH","=""1440511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Y",61,60,98.4,60,"*","*","*","*",16,26.7,16,26.7,20,33.3,36,60.0,275
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N",495,489,98.8,489,"*","*","*","*",91,18.6,106,21.7,278,56.9,384,78.5,300
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Virtual Academy","=""3470215""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Y",14,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Y",77,74,96.1,74,16,21.6,26,35.1,16,21.6,10,13.5,6,8.1,16,21.6,222
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",122,122,100.0,121,6,5.0,12,9.9,50,41.3,25,20.7,28,23.1,53,43.8,259
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Y",49,48,98.0,48,"*","*",6,12.5,23,47.9,12,25.0,"*","*","*","*",251
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","N",218,216,99.1,216,"*","*",9,4.2,76,35.2,62,28.7,"*","*","*","*",275
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Y",21,20,95.2,20,"*","*","*","*",9,45.0,"*","*",0,0.0,"*","*",233
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","N",173,173,100.0,173,"*","*","*","*",51,29.5,"*","*",50,28.9,"*","*",266
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Y",69,68,98.6,68,"*","*",13,19.1,30,44.1,"*","*","*","*","*","*",239
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","N",46,45,97.8,44,"*","*",6,13.6,23,52.3,"*","*","*","*","*","*",248
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Y",221,214,96.8,209,89,42.6,64,30.6,45,21.5,"*","*","*","*","*","*",199
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","N",58,54,93.1,54,19,35.2,14,25.9,17,31.5,"*","*","*","*","*","*",203
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Y",209,202,96.7,201,109,54.2,43,21.4,41,20.4,"*","*","*","*",8,4.0,193
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","N",64,64,100.0,64,28,43.8,14,21.9,13,20.3,"*","*","*","*",9,14.1,205
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Y",212,207,97.6,206,83,40.3,68,33.0,39,18.9,"*","*","*","*",16,7.8,201
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","N",89,85,95.5,84,28,33.3,20,23.8,24,28.6,"*","*","*","*",12,14.3,213
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Y",170,170,100.0,170,"*","*",29,17.1,80,47.1,23,13.5,"*","*","*","*",241
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N",62,62,100.0,62,"*","*","*","*",23,37.1,12,19.4,13,21.0,25,40.3,254
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Y",33,29,87.9,29,"*","*",6,20.7,10,34.5,6,20.7,"*","*","*","*",238
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","N",177,176,99.4,176,"*","*",6,3.4,60,34.1,41,23.3,"*","*","*","*",276
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Y",45,40,88.9,40,"*","*","*","*",19,47.5,11,27.5,"*","*","*","*",255
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","N",163,159,97.5,159,"*","*","*","*",54,34.0,43,27.0,"*","*","*","*",268
"West Hartford School District","=""1550011""","REACH","=""1557311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Y",89,86,96.6,86,"*","*","*","*",26,30.2,22,25.6,24,27.9,46,53.5,267
