"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Gender","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","F",27,27,100.0,27,"*","*","*","*","*","*",11,40.7,11,40.7,22,81.5,281
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","M",31,31,100.0,31,"*","*","*","*","*","*",15,48.4,10,32.3,25,80.6,273
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","F",23,22,95.7,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",234
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","M",22,22,100.0,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",232
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","F",40,40,100.0,40,0,0.0,"*","*",6,15.0,21,52.5,"*","*","*","*",272
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","M",34,34,100.0,34,"*","*","*","*",7,20.6,17,50.0,"*","*","*","*",249
"Hamden School District","=""0620011""","West Woods School","=""0621411""","F",29,29,100.0,29,"*","*","*","*","*","*",14,48.3,"*","*","*","*",261
"Hamden School District","=""0620011""","West Woods School","=""0621411""","M",26,26,100.0,26,"*","*","*","*","*","*",18,69.2,"*","*","*","*",265
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","SAND School","=""0640111""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","SAND School","=""0640111""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","F",25,25,100.0,25,10,40.0,"*","*",7,28.0,"*","*",0,0.0,"*","*",206
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","M",25,25,100.0,25,8,32.0,"*","*",6,24.0,"*","*","*","*","*","*",204
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","F",25,25,100.0,25,12,48.0,"*","*","*","*","*","*",0,0.0,"*","*",190
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","M",32,32,100.0,32,17,53.1,"*","*","*","*","*","*",0,0.0,"*","*",185
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","F",37,36,97.3,36,11,30.6,15,41.7,"*","*","*","*",0,0.0,"*","*",199
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","M",32,30,93.8,30,12,40.0,10,33.3,"*","*","*","*",0,0.0,"*","*",195
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","F",26,26,100.0,26,"*","*",7,26.9,8,30.8,"*","*",0,0.0,"*","*",209
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","M",37,37,100.0,37,11,29.7,"*","*",10,27.0,"*","*",0,0.0,"*","*",210
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","F",25,25,100.0,25,"*","*","*","*","*","*",13,52.0,6,24.0,19,76.0,272
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","M",35,35,100.0,35,"*","*","*","*","*","*",13,37.1,10,28.6,23,65.7,267
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","F",34,34,100.0,34,11,32.4,"*","*",9,26.5,"*","*",0,0.0,"*","*",205
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","M",38,37,97.4,37,12,32.4,"*","*",12,32.4,"*","*",0,0.0,"*","*",204
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","F",50,50,100.0,50,"*","*","*","*","*","*",27,54.0,"*","*","*","*",245
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","M",27,27,100.0,27,"*","*","*","*","*","*",6,22.2,"*","*","*","*",223
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","F",34,34,100.0,34,7,20.6,6,17.6,"*","*",12,35.3,"*","*","*","*",235
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","M",41,40,97.6,40,7,17.5,8,20.0,"*","*",16,40.0,"*","*","*","*",237
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","F",37,37,100.0,37,12,32.4,"*","*",8,21.6,"*","*",0,0.0,"*","*",200
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","M",29,29,100.0,29,8,27.6,"*","*",7,24.1,"*","*",0,0.0,"*","*",212
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",225
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",220
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","M",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","F",26,26,100.0,26,"*","*","*","*","*","*","*","*",0,0.0,"*","*",177
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","F",31,31,100.0,31,"*","*","*","*","*","*",19,61.3,"*","*","*","*",263
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","M",33,33,100.0,33,"*","*","*","*","*","*",15,45.5,"*","*","*","*",270
"Hartford School District","=""0640011""","West Middle School","=""0642111""","F",23,22,95.7,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",207
"Hartford School District","=""0640011""","West Middle School","=""0642111""","M",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","F",27,27,100.0,27,6,22.2,"*","*","*","*",8,29.6,"*","*","*","*",228
"Hartford School District","=""0640011""","Burr School","=""0642311""","M",36,35,97.2,35,8,22.9,"*","*","*","*",12,34.3,"*","*","*","*",218
"Hartford School District","=""0640011""","Clark School","=""0642411""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","F",27,27,100.0,27,6,22.2,"*","*","*","*",6,22.2,"*","*","*","*",220
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","M",25,24,96.0,24,6,25.0,"*","*","*","*",9,37.5,0,0.0,9,37.5,221
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","F",36,36,100.0,36,12,33.3,11,30.6,"*","*","*","*",0,0.0,"*","*",207
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","M",47,47,100.0,47,15,31.9,12,25.5,12,25.5,"*","*","*","*",8,17.0,211
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","M",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","F",29,29,100.0,29,"*","*",8,27.6,8,27.6,"*","*","*","*","*","*",223
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","M",24,24,100.0,24,"*","*",6,25.0,7,29.2,"*","*",0,0.0,"*","*",203
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","F",27,27,100.0,27,"*","*","*","*",12,44.4,8,29.6,0,0.0,8,29.6,234
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","M",42,42,100.0,42,"*","*","*","*",6,14.3,17,40.5,7,16.7,24,57.1,246
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",232
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","F",52,52,100.0,52,"*","*","*","*",11,21.2,24,46.2,15,28.8,39,75.0,273
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","M",54,54,100.0,54,"*","*","*","*",7,13.0,25,46.3,15,27.8,40,74.1,267
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",221
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",202
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","M",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","F",41,41,100.0,41,"*","*",9,22.0,15,36.6,12,29.3,"*","*","*","*",232
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","M",35,35,100.0,35,"*","*","*","*",10,28.6,6,17.1,0,0.0,6,17.1,206
"Kent School District","=""0680011""","Kent Center School","=""0680111""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","F",72,72,100.0,72,"*","*",12,16.7,22,30.6,27,37.5,"*","*","*","*",242
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","M",84,82,97.6,82,"*","*",9,11.0,17,20.7,46,56.1,"*","*","*","*",252
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","F",45,43,95.6,43,"*","*","*","*",7,16.3,25,58.1,7,16.3,32,74.4,264
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","M",39,39,100.0,39,"*","*","*","*",6,15.4,21,53.8,8,20.5,29,74.4,273
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","F",34,34,100.0,34,"*","*",0,0.0,"*","*",19,55.9,"*","*","*","*",262
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","M",29,28,96.6,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*",265
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","F",23,23,100.0,23,0,0.0,"*","*","*","*",8,34.8,9,39.1,17,73.9,289
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","M",38,38,100.0,38,0,0.0,"*","*","*","*",19,50.0,11,28.9,30,78.9,274
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","F",31,31,100.0,31,0,0.0,0,0.0,"*","*",15,48.4,"*","*","*","*",294
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","M",40,40,100.0,40,0,0.0,"*","*","*","*",18,45.0,13,32.5,31,77.5,275
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","M",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",259
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","F",27,27,100.0,27,0,0.0,"*","*","*","*",10,37.0,13,48.1,23,85.2,293
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","M",41,41,100.0,41,0,0.0,"*","*",0,0.0,"*","*",27,65.9,"*","*",312
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","F",92,90,97.8,90,"*","*","*","*",15,16.7,48,53.3,21,23.3,69,76.7,274
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","M",112,106,94.6,106,0,0.0,"*","*",23,21.7,57,53.8,"*","*","*","*",272
"Manchester School District","=""0770011""","Bowers School","=""0770111""","F",26,26,100.0,26,"*","*",7,26.9,6,23.1,6,23.1,"*","*","*","*",249
"Manchester School District","=""0770011""","Bowers School","=""0770111""","M",45,43,95.6,43,"*","*",7,16.3,12,27.9,10,23.3,"*","*","*","*",231
"Manchester School District","=""0770011""","Buckley School","=""0770311""","F",27,27,100.0,27,0,0.0,"*","*","*","*",13,48.1,6,22.2,19,70.4,260
"Manchester School District","=""0770011""","Buckley School","=""0770311""","M",37,37,100.0,37,"*","*","*","*","*","*",17,45.9,7,18.9,24,64.9,261
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","F",24,24,100.0,24,"*","*","*","*",7,29.2,"*","*","*","*","*","*",221
"Manchester School District","=""0770011""","Keeney School","=""0770611""","M",25,25,100.0,25,"*","*","*","*",10,40.0,"*","*","*","*","*","*",240
"Manchester School District","=""0770011""","Robertson School","=""0771011""","F",20,20,100.0,20,"*","*","*","*","*","*",8,40.0,0,0.0,8,40.0,241
"Manchester School District","=""0770011""","Robertson School","=""0771011""","M",24,24,100.0,24,"*","*","*","*","*","*",10,41.7,"*","*","*","*",231
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","F",27,27,100.0,27,"*","*","*","*",9,33.3,11,40.7,0,0.0,11,40.7,233
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","M",31,31,100.0,31,"*","*","*","*",7,22.6,11,35.5,"*","*","*","*",234
"Manchester School District","=""0770011""","Waddell School","=""0771311""","F",22,21,95.5,21,"*","*","*","*","*","*",11,52.4,"*","*","*","*",266
"Manchester School District","=""0770011""","Waddell School","=""0771311""","M",30,29,96.7,29,"*","*","*","*","*","*",10,34.5,"*","*","*","*",234
"Manchester School District","=""0770011""","Washington School","=""0771411""","F",24,24,100.0,24,7,29.2,7,29.2,"*","*","*","*",0,0.0,"*","*",208
"Manchester School District","=""0770011""","Washington School","=""0771411""","M",26,26,100.0,26,9,34.6,8,30.8,"*","*","*","*",0,0.0,"*","*",209
"Manchester School District","=""0770011""","Martin School","=""0771611""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","F",68,67,98.5,67,"*","*","*","*",9,13.4,33,49.3,21,31.3,54,80.6,280
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","M",71,69,97.2,69,"*","*","*","*",10,14.5,24,34.8,23,33.3,47,68.1,267
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","F",46,46,100.0,46,0,0.0,"*","*","*","*",21,45.7,15,32.6,36,78.3,283
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","M",45,45,100.0,45,"*","*","*","*","*","*",19,42.2,19,42.2,38,84.4,284
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","F",30,29,96.7,29,"*","*","*","*","*","*",16,55.2,"*","*","*","*",248
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","M",35,35,100.0,35,"*","*","*","*","*","*",12,34.3,"*","*","*","*",238
"Meriden School District","=""0800011""","Hanover School","=""0800311""","F",43,43,100.0,43,11,25.6,"*","*",9,20.9,14,32.6,"*","*","*","*",225
"Meriden School District","=""0800011""","Hanover School","=""0800311""","M",31,31,100.0,31,11,35.5,"*","*",9,29.0,6,19.4,"*","*","*","*",212
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","F",52,51,98.1,51,"*","*",10,19.6,11,21.6,18,35.3,"*","*","*","*",236
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","M",44,44,100.0,44,10,22.7,"*","*",9,20.5,14,31.8,"*","*","*","*",221
"Meriden School District","=""0800011""","John Barry School","=""0800511""","F",38,38,100.0,38,"*","*",13,34.2,9,23.7,"*","*",0,0.0,"*","*",218
"Meriden School District","=""0800011""","John Barry School","=""0800511""","M",29,28,96.6,28,14,50.0,"*","*",7,25.0,"*","*",0,0.0,"*","*",187
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","F",51,51,100.0,51,8,15.7,13,25.5,11,21.6,17,33.3,"*","*","*","*",229
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","M",55,55,100.0,55,7,12.7,13,23.6,15,27.3,17,30.9,"*","*","*","*",231
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","F",35,35,100.0,35,"*","*",10,28.6,13,37.1,"*","*",0,0.0,"*","*",224
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","M",27,27,100.0,27,"*","*",6,22.2,6,22.2,8,29.6,"*","*","*","*",220
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","F",20,20,100.0,20,"*","*",0,0.0,"*","*",10,50.0,"*","*","*","*",274
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","M",30,30,100.0,30,"*","*","*","*","*","*",14,46.7,"*","*","*","*",273
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","F",54,53,98.1,53,"*","*",11,20.8,16,30.2,17,32.1,"*","*","*","*",236
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","M",63,63,100.0,63,"*","*",15,23.8,23,36.5,19,30.2,"*","*","*","*",231
"Middletown School District","=""0830011""","Spencer School","=""0830111""","F",24,24,100.0,24,"*","*","*","*",8,33.3,12,50.0,"*","*","*","*",251
"Middletown School District","=""0830011""","Spencer School","=""0830111""","M",26,26,100.0,26,"*","*","*","*",8,30.8,11,42.3,"*","*","*","*",245
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","F",24,24,100.0,24,"*","*","*","*","*","*",9,37.5,"*","*","*","*",250
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","M",26,26,100.0,26,"*","*","*","*","*","*",10,38.5,"*","*","*","*",249
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","F",29,29,100.0,29,"*","*","*","*","*","*",14,48.3,"*","*","*","*",245
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","M",29,29,100.0,29,"*","*","*","*","*","*",11,37.9,"*","*","*","*",233
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",234
"Middletown School District","=""0830011""","Moody School","=""0831211""","F",26,26,100.0,26,"*","*","*","*","*","*",8,30.8,"*","*","*","*",253
"Middletown School District","=""0830011""","Moody School","=""0831211""","M",23,23,100.0,23,0,0.0,"*","*","*","*",9,39.1,"*","*","*","*",260
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","F",21,21,100.0,21,0,0.0,"*","*","*","*","*","*","*","*","*","*",270
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","M",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",234
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","F",23,23,100.0,23,0,0.0,"*","*","*","*",11,47.8,"*","*","*","*",262
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","M",28,28,100.0,28,"*","*","*","*","*","*",12,42.9,"*","*","*","*",261
"Milford School District","=""0840011""","Meadowside School","=""0840711""","F",23,22,95.7,22,"*","*",0,0.0,"*","*",14,63.6,"*","*","*","*",276
"Milford School District","=""0840011""","Meadowside School","=""0840711""","M",25,25,100.0,25,"*","*","*","*","*","*",14,56.0,"*","*","*","*",265
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","F",28,28,100.0,28,0,0.0,0,0.0,"*","*",15,53.6,"*","*","*","*",280
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","M",34,34,100.0,34,0,0.0,"*","*","*","*",19,55.9,10,29.4,29,85.3,291
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","F",21,21,100.0,21,"*","*","*","*","*","*",9,42.9,7,33.3,16,76.2,281
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","M",21,21,100.0,21,"*","*","*","*","*","*",8,38.1,6,28.6,14,66.7,269
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","F",23,23,100.0,23,"*","*","*","*","*","*",10,43.5,"*","*","*","*",265
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","M",23,23,100.0,23,"*","*","*","*","*","*",13,56.5,"*","*","*","*",272
"Milford School District","=""0840011""","Mathewson School","=""0841711""","F",29,28,96.6,28,0,0.0,"*","*","*","*",14,50.0,7,25.0,21,75.0,268
"Milford School District","=""0840011""","Mathewson School","=""0841711""","M",42,41,97.6,41,"*","*","*","*","*","*",22,53.7,9,22.0,31,75.6,273
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","F",36,36,100.0,36,0,0.0,"*","*","*","*",21,58.3,11,30.6,32,88.9,286
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","M",33,33,100.0,33,"*","*","*","*","*","*",15,45.5,13,39.4,28,84.8,282
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","F",29,29,100.0,29,0,0.0,"*","*","*","*",16,55.2,8,27.6,24,82.8,280
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","M",38,38,100.0,38,0,0.0,"*","*","*","*",23,60.5,8,21.1,31,81.6,272
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","F",30,30,100.0,30,"*","*","*","*","*","*",9,30.0,17,56.7,26,86.7,302
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","M",24,24,100.0,24,0,0.0,0,0.0,"*","*",13,54.2,"*","*","*","*",296
